BBL,ENERGY STAR Score,Calendar Year,Emisiones DOB,ranking
1014390001,77.0,2023,729.5,24372
1015120052,80.0,2023,415.2,17477
1015247501,87.0,2023,439.9,15810
1016020013,83.0,2023,477.7,18165
1018320010,91.0,2023,311.5,10499
1018360036,92.0,2023,471.4,15044
1018710020,93.0,2023,331.4,10702
1018947501,77.0,2023,1118.9,27300
1004310031,73.0,2023,635.8,24431
1008620024,80.0,2023,439.4,18221
1013410044,100.0,2023,152.4,2393
1014330031,100.0,2023,110.3,1518
1014730018,71.0,2023,1130.5,28947
2057450305,83.0,2023,782.5,22944
2059530545,93.0,2023,675.0,18254
3000317503,65.0,2023,530.1,24972
4031670028,79.0,2023,674.2,23049
1016387501,,2023,,
4028740055,,2023,,
1011520058,56.0,2023,990.9,31391
4155740020,65.0,2023,431.9,22733
2024830053,41.0,2023,386.0,26458
1007410067,,2023,376.3,
1012317502,83.0,2023,323.0,13276
2024530045,70.0,2023,301.4,16166
2025310013,33.0,2023,409.1,28347
2026150065,76.0,2023,253.4,11987
2027980024,37.0,2023,734.3,32380
2031960038,95.0,2023,202.2,5447
4022110001,88.0,2023,578.2,18517
4021730001,99.0,2023,143.0,2901
4051930001,3.0,2023,575.0,33793
1015810049,3.0,2023,1596.3,36387
1014670021,1.0,2023,4945.4,36923
4050207502,81.0,2024,292.03,12448
1014670018,100.0,2023,81.9,1094
1014680021,98.0,2023,783.5,17933
1014880001,1.0,2023,5907.9,36952
1014880013,100.0,2023,0.0,1
1014880045,100.0,2023,0.0,1
1007610043,33.0,2023,3268.8,35820
1015100020,,2023,452.6,
1011130001,26.0,2023,1887.7,35736
1013380040,41.0,2023,1245.5,34093
1015710022,16.0,2023,2616.7,36384
1014530027,13.0,2023,3089.5,36527
1014490003,26.0,2023,2530.7,36022
2059090825,35.0,2023,3212.3,35694
1009190014,6.0,2023,3925.4,36765
1013490014,14.0,2023,1382.6,35852
1015730022,7.0,2023,1904.0,36427
1010067501,71.0,2024,2660.33,31213
1013480049,13.0,2023,3923.2,36606
1015680021,12.0,2023,2147.7,36358
1011170001,43.0,2023,2682.7,35015
1000160221,,2023,1174.6,
1000880014,5.0,2023,3746.9,36778
1016747501,65.0,2023,1701.3,31525
1013087502,69.0,2024,13182.56,32517
1000420022,11.0,2023,2242.4,36409
1007620060,64.0,2023,883.2,29276
1021760070,11.0,2023,497.5,32246
1015560023,96.0,2023,942.0,20027
1005050036,12.0,2023,3435.5,36596
1018717502,80.0,2023,567.0,21146
1002127501,49.0,2023,420.9,26052
1004980007,53.0,2023,635.8,29231
1005760049,82.0,2023,424.7,17102
1007697503,84.0,2023,652.0,21089
1007900001,30.0,2023,2358.8,35736
1007987502,6.0,2023,1458.3,36199
1010360014,94.0,2023,588.8,16702
1010670008,94.0,2023,679.1,17998
1011500056,99.0,2023,391.4,10929
1011650004,87.0,2023,507.1,17482
1011670061,91.0,2023,581.7,17571
1011850001,65.0,2023,767.0,28071
1012010029,,2023,322.3,
1012070034,83.0,2023,808.3,23290
1012297502,61.0,2023,877.4,29824
1012310001,99.0,2023,503.0,13628
1012370001,77.0,2023,434.7,19108
1012450019,69.0,2023,370.0,19525
1012450047,98.0,2023,1268.9,21208
1012480001,84.0,2023,1536.8,26385
1012500001,91.0,2023,600.0,17880
1012510001,83.0,2023,739.2,22528
1012510037,96.0,2023,608.7,16412
1012510062,94.0,2023,514.9,15386
1012517501,42.0,2023,448.6,28011
1012520020,84.0,2023,359.2,14338
1013610007,91.0,2023,378.3,12816
1014380001,,2023,806.0,
1014970044,,2023,243.8,
1014970046,,2023,270.6,
1014980014,57.0,2023,1010.1,31291
1014990051,60.0,2023,827.1,29725
1014990065,63.0,2023,267.1,16296
1015070064,88.0,2023,346.6,12624
1015120062,,2023,358.9,
1015210051,,2023,520.9,
1015820005,93.0,2023,369.1,11933
1015900008,73.0,2023,1178.9,28559
1016020009,78.0,2023,286.4,13132
1018740058,90.0,2023,303.7,10453
1018900024,95.0,2023,608.1,16704
1018900040,97.0,2023,801.2,18478
1018920006,100.0,2023,240.4,5110
4114257502,100.0,2023,145.7,2236
4114310036,82.0,2023,784.5,23316
4114317502,75.0,2023,763.8,25324
4114460050,,2023,792.7,
4114460012,,2023,918.2,
4114460001,,2023,805.7,
4114510009,29.0,2023,613.4,32147
1005320020,87.0,2023,761.7,21372
1005610045,63.0,2023,522.7,25373
1006110065,74.0,2023,733.4,25299
1008160031,38.0,2023,2346.4,35249
1008710044,,2023,664.9,
1008730019,,2023,1352.2,
1009170017,100.0,2023,668.6,14385
1009397501,40.0,2023,925.1,33134
1010300039,74.0,2023,475.3,21178
1010717502,81.0,2023,862.9,24411
1011860051,84.0,2023,224.4,8577
1012700017,94.0,2023,296.8,9220
1014450007,55.0,2023,713.4,29681
1014890037,100.0,2023,218.3,4389
1014890008,20.0,2023,1017.1,34978
1015167501,48.0,2023,253.5,19054
1015650029,15.0,2023,2441.4,36361
1018837501,48.0,2023,847.7,31823
2037880021,81.0,2023,931.2,24805
2037940013,18.0,2023,1404.9,35715
2041620002,67.0,2023,713.4,27089
3001780054,74.0,2023,393.1,18739
3074221042,82.0,2023,956.5,24724
4033580040,91.0,2023,464.0,15197
4058437503,62.0,2023,1366.8,31524
1005510001,80.0,2023,2286.5,28659
1018870065,95.0,2023,485.1,14468
1007937508,,2023,430.8,
1012477501,93.0,2023,298.0,9470
1000167521,91.0,2023,1146.1,22934
4000160008,32.0,2023,1213.4,34729
1011157501,100.0,2023,1315.9,18985
4012040001,100.0,2023,205.6,3977
4012190032,100.0,2023,227.9,4703
4022810001,100.0,2023,412.5,10032
4022860011,100.0,2023,222.9,4527
4022900001,100.0,2023,393.3,9551
1007580082,86.0,2023,2299.0,26920
2042870001,93.0,2023,389.5,12526
3074040020,45.0,2023,542.4,29352
3088150042,60.0,2023,666.2,28122
3069280050,75.0,2023,623.8,23628
3074220917,46.0,2023,601.5,29939
3074640022,56.0,2023,407.9,24209
3073570001,50.0,2023,397.2,25121
3067570031,33.0,2023,324.1,25482
3050060006,37.0,2023,311.7,24295
2027650140,29.0,2023,541.2,31337
2025100074,39.0,2023,658.7,31512
3066940050,84.0,2023,247.7,9608
3066940055,76.0,2023,427.5,19202
3049660009,45.0,2023,294.3,21974
3051210001,75.0,2023,419.4,19295
3012880045,46.0,2023,283.6,21199
3049180025,60.0,2023,294.6,18592
3013320030,14.0,2023,408.7,30364
3050840001,64.0,2023,360.5,20658
3012280007,92.0,2023,393.3,12980
2032370140,37.0,2023,362.1,26351
2032370133,82.0,2023,338.2,14193
2032990041,74.0,2023,279.2,13870
2032990021,100.0,2023,78.6,1043
2033260155,28.0,2023,342.9,26944
1012800090,86.0,2023,6858.1,28199
1012690001,71.0,2023,3801.9,31590
3056230038,80.0,2023,261.1,11301
3056570035,99.0,2023,409.4,11398
3054687503,47.0,2023,237.0,18182
2028140086,67.0,2023,367.2,20026
3052330001,54.0,2023,434.4,25420
3067960036,83.0,2023,344.4,14103
3066810307,76.0,2023,402.8,18403
4049810060,81.0,2023,250.8,10509
3053750063,84.0,2023,263.0,10317
3065080022,68.0,2023,291.7,16267
3056840044,55.0,2023,347.6,22393
3052340037,91.0,2023,387.6,13105
2043400025,85.0,2023,401.4,15378
3054400015,57.0,2023,338.7,21535
3051220001,70.0,2023,430.5,21229
3068260048,81.0,2023,420.0,17285
3075760001,82.0,2023,394.5,16160
1000490002,79.0,2023,2373.5,29031
1000500001,80.0,2023,2281.5,28655
1018337505,20.0,2023,628.5,33062
1018337506,1.0,2023,2014.5,36660
1018337507,8.0,2023,846.4,35045
1018527502,11.0,2023,1365.8,35957
1018527501,25.0,2023,4656.2,36266
1000310001,28.0,2023,2811.3,35984
1009660001,59.0,2023,4005.4,33701
1007960048,67.0,2023,800.1,27894
1000330011,12.0,2023,3196.7,36560
1011407502,51.0,2023,1446.1,33309
1012470037,88.0,2023,268.4,9493
1013340041,96.0,2023,1390.1,22223
1008197503,36.0,2023,430.4,28464
4038860837,80.0,2023,394.6,16837
3001740001,80.0,2023,233.6,9980
1012027501,58.0,2023,699.3,28948
1014010027,71.0,2023,357.6,18428
3023407501,35.0,2023,1099.8,34337
1011640063,86.0,2023,418.5,15545
1013427501,38.0,2023,886.2,33213
1010767501,87.0,2023,334.5,12437
1007987506,63.0,2023,541.0,25710
1015150008,64.0,2023,598.4,26396
3075930006,45.0,2023,293.3,21935
3060690004,98.0,2023,375.2,10823
2032497501,45.0,2023,202.2,16205
2032010003,51.0,2023,211.1,15621
1005970050,,2023,196.9,
3003997502,1.0,2023,437.6,32105
5017250095,,2023,0.0,
4096650001,,2023,94.4,
1011860025,,2023,309.0,
4002800005,,2023,0.0,
3001460014,,2023,0.0,
1002330030,75.0,2023,232.2,11142
3010467501,,2023,53.7,
3030400044,100.0,2023,42.0,408
4003020006,,2023,517.0,
2028050012,53.0,2023,327.5,21958
2032250048,43.0,2023,508.9,29082
4014570018,100.0,2023,164.6,2713
1012700049,28.0,2023,717.4,33141
1012700026,4.0,2023,154.2,18810
1008410001,86.0,2023,1023.8,23937
1008417503,2.0,2023,532.3,33441
3057180016,100.0,2023,1047.3,17874
1003980035,11.0,2023,494.4,32202
1000260014,40.0,2023,1965.6,34917
1000550014,62.0,2023,1147.0,30957
2040510026,76.0,2023,3.3,3958
2033210065,80.0,2023,136.6,5831
1011717502,5.0,2023,4741.5,36817
3002800015,,2023,184.2,
1008407504,76.0,2023,778.0,25101
1012677501,91.0,2023,364.1,12337
1013110058,64.0,2023,498.6,24635
1010277501,94.0,2023,4675.1,25474
3067320045,78.0,2023,290.2,13333
1007907502,1.0,2023,1985.3,36650
2057970213,54.0,2023,493.3,26851
2058000001,81.0,2023,700.0,22748
2042380027,71.0,2023,384.9,19444
1015100023,,2023,12.3,
1015100024,,2023,13.3,
1015100025,25.0,2023,278.9,24350
2038130037,72.0,2023,163.6,8391
2038190001,61.0,2023,819.3,29447
3042140001,40.0,2023,417.6,27562
3060997501,53.0,2023,225.3,16122
4024747501,68.0,2023,146.9,8489
3066537501,81.0,2023,244.7,10222
3066527501,99.0,2023,226.1,5610
3076740021,89.0,2023,194.8,6275
3067827506,97.0,2023,222.3,5864
3067827502,,2023,110.8,
3068260062,98.0,2023,210.0,5244
3072997503,,2023,68.6,
3088057501,90.0,2023,196.2,6131
3058597501,85.0,2023,163.1,5797
3064147501,65.0,2023,246.8,14627
5033070005,,2023,2347.2,
1012630058,35.0,2023,303.1,24190
3081280001,10.0,2023,350.7,29125
1005860045,,2023,303.6,
1007807501,1.0,2023,364.2,30485
4012620034,75.0,2023,320.5,15586
1002090028,90.0,2023,372.0,12931
3002480015,98.0,2023,493.6,13796
1005297509,,2023,138.5,
1007387502,7.0,2023,237.6,24114
1008630006,75.0,2023,544.6,22400
1008680010,58.0,2023,444.1,24755
1008370058,70.0,2023,345.4,18231
1008600049,89.0,2023,456.9,15669
1008390019,93.0,2023,133.7,3565
1008210014,32.0,2023,901.3,33842
1008490031,93.0,2023,180.7,5020
1008020056,87.0,2023,435.6,15684
1008610022,77.0,2023,723.2,24298
1008020008,70.0,2023,870.5,27712
1008000068,,2023,255.5,
1006090007,90.0,2023,485.4,16015
1007760059,74.0,2023,516.6,22121
1007790013,82.0,2023,527.6,19699
1008330038,86.0,2023,245.0,8992
1008860001,82.0,2023,314.3,13240
1008490016,75.0,2023,1404.6,28703
1008330006,76.0,2023,565.2,22422
2027390015,65.0,2023,2337.3,32138
4041380050,67.0,2023,141.1,8421
3000867501,63.0,2023,173.4,10762
3067590026,55.0,2023,295.0,19882
1005050014,8.0,2023,307.2,27690
1014417501,40.0,2023,1268.5,34248
1005970001,75.0,2023,217.9,10417
2032970011,47.0,2023,584.8,29609
4161200006,,2023,132.7,
1013340022,52.0,2023,2166.9,33975
3067470073,36.0,2023,490.3,29756
3079180145,,2023,572.6,
3079490039,53.0,2023,172.7,12756
3079320338,,2023,68.4,
1012130042,50.0,2023,328.0,22631
4107890276,41.0,2023,378.5,26216
3043380001,33.0,2023,518.7,30629
3011850001,43.0,2023,500.5,28947
1018690044,46.0,2023,1105.4,33241
1007870084,,2023,42.4,
1008340069,89.0,2023,729.2,20404
1000530033,74.0,2023,229.8,11253
1010410019,97.0,2023,259.6,7283
1007860042,57.0,2023,415.7,24210
1008330075,8.0,2023,440.7,31559
1008300067,73.0,2023,309.4,15697
4150040001,71.0,2023,209.8,10964
1007590014,66.0,2023,597.1,25830
1008370023,49.0,2023,358.7,24066
2032590006,34.0,2023,683.8,32267
1010747502,42.0,2023,683.8,31339
3029270010,,2023,841.5,
3029270001,,2023,273.0,
2030580041,65.0,2023,179.2,10651
1005900022,42.0,2023,322.3,23890
1008500064,32.0,2023,599.1,31726
1004950022,20.0,2023,360.1,28456
1001400005,87.0,2023,572.4,18750
1009080009,71.0,2023,268.2,14187
1009040043,74.0,2023,315.5,15664
1009100046,80.0,2023,525.5,20377
1008750003,4.0,2023,435.2,31765
1008830047,45.0,2023,203.4,16311
1010530018,59.0,2023,132.2,9554
3050850045,38.0,2023,390.3,27082
3048530043,44.0,2023,471.7,28197
1021750113,72.0,2023,237.7,12234
4012830048,90.0,2023,217.3,6994
4012920056,63.0,2023,276.4,16810
4050480029,60.0,2023,423.4,23695
4001600029,70.0,2023,347.4,18320
4001950044,80.0,2023,316.0,13896
4001980019,89.0,2023,201.8,6557
4001980011,100.0,2023,102.9,1403
1015460035,92.0,2023,193.5,5660
2028570077,52.0,2023,279.7,19679
2032950049,28.0,2023,298.5,24938
2032500113,72.0,2023,428.1,20563
2033520012,91.0,2023,237.2,7581
2033280050,72.0,2023,402.6,19731
3086690018,94.0,2023,200.2,5550
1002290013,,2023,81.9,
1001797508,,2023,224.4,
3067640012,58.0,2023,262.3,17289
3076020006,15.0,2023,303.9,26801
3067650039,74.0,2023,235.0,11557
1008240032,94.0,2023,237.2,6981
1000880010,71.0,2023,438.4,21178
1004960040,99.0,2023,98.6,2012
1012110052,96.0,2023,169.8,4161
1018750058,90.0,2023,202.3,6375
1018880015,78.0,2023,423.9,18436
3013610043,26.0,2023,225.4,21051
1012010023,79.0,2023,217.3,9436
1018760060,79.0,2023,202.6,8712
2024660044,68.0,2023,222.0,12355
2024600001,100.0,2023,522.9,12278
2025230043,13.0,2023,314.0,27482
2024220004,100.0,2023,73.9,960
2024720034,,2023,83.4,
2025220043,100.0,2023,72.0,923
3030437508,98.0,2023,105.8,2288
3019970028,89.0,2023,281.3,9806
3011490072,90.0,2023,402.7,13856
3027410047,71.0,2023,141.4,7682
3022997502,61.0,2023,285.9,17872
3022910017,93.0,2023,164.0,4432
4096250013,46.0,2023,301.4,22144
1013450041,98.0,2023,163.0,3648
1007080031,72.0,2023,1166.1,28805
1014740040,,2023,1427.1,
1007890036,79.0,2023,996.7,26022
1013750016,68.0,2023,786.8,27522
1005080025,58.0,2023,706.1,29037
1008780004,54.0,2023,922.4,31289
2027850040,88.0,2023,239.0,8267
2024230020,71.0,2023,279.8,14763
2025250007,100.0,2023,89.6,1205
2024790029,68.0,2023,270.9,15143
3023140001,46.0,2023,292.2,21681
2059200500,74.0,2023,591.2,23440
1017170023,,2023,56.2,
4012600016,82.0,2023,272.7,11264
3032760001,91.0,2023,166.7,4852
3032750047,,2023,65.1,
3032970001,98.0,2023,135.0,2890
3032850049,,2023,66.2,
3032960046,,2023,58.7,
3034100033,48.0,2023,95.8,10065
3034030001,,2023,62.0,
3034100001,,2023,60.3,
3034090032,,2023,28.5,
3034150039,85.0,2023,113.9,4315
3019720010,98.0,2023,83.2,1913
1004297501,95.0,2023,84.9,2297
3020627501,99.0,2023,70.9,1569
2025040030,42.0,2023,252.4,20180
1001347503,,2023,657.5,
1015060018,43.0,2023,210.1,17154
1010107501,55.0,2023,251.7,17367
1008900054,88.0,2023,196.4,6504
1006377501,75.0,2023,190.2,8996
1006370077,93.0,2023,142.7,3771
1015160042,98.0,2023,190.8,4567
1007700059,96.0,2023,136.1,3208
1018770042,94.0,2023,226.3,6563
1011840007,75.0,2023,244.6,11791
1006380001,63.0,2023,236.5,14530
1020540062,92.0,2023,779.8,19857
1007177501,73.0,2023,250.7,12682
1016450070,43.0,2023,290.2,22158
1017670005,5.0,2023,661.4,34306
1010410047,72.0,2023,218.4,11194
3017820055,3.0,2023,352.6,29864
3014520005,26.0,2023,275.6,24035
1021100015,18.0,2023,312.5,26899
1021100011,74.0,2023,210.0,10232
2029170017,2.0,2023,1219.6,36155
2029240042,17.0,2023,321.0,27367
2027070011,34.0,2023,478.5,29761
2024070023,36.0,2023,307.9,24282
2029250050,41.0,2023,338.8,24754
1018700045,95.0,2023,240.4,6914
2029190043,55.0,2023,442.9,25426
1021670063,100.0,2023,77.0,1018
1021390350,96.0,2023,134.2,3152
3013490033,75.0,2023,575.2,22921
1018770018,99.0,2023,163.8,3502
1018290033,100.0,2023,161.7,2638
2057370061,60.0,2023,383.8,22487
4019917501,76.0,2023,103.0,5584
4016037501,78.0,2023,112.5,5485
4003737501,100.0,2023,154.9,2445
3002080101,45.0,2023,782.4,31739
4004110025,90.0,2023,147.8,4417
1018830022,69.0,2023,135.3,7830
1020800011,80.0,2023,278.0,12062
1017217501,99.0,2023,148.2,3054
1009050035,82.0,2023,187.0,7380
1012440090,93.0,2023,642.6,17837
1006090033,,2023,150.4,
3049947501,90.0,2023,159.6,4784
4006280027,100.0,2023,164.3,2706
4008480069,5.0,2023,325.3,28756
4005880030,79.0,2023,211.8,9172
4006140010,74.0,2023,185.4,8986
4003410021,100.0,2023,53.3,600
4012800001,82.0,2023,348.1,14577
1021800078,14.0,2023,499.7,32070
4098360001,87.0,2023,555.0,18420
3073250075,97.0,2023,75.3,1933
3019500001,100.0,2023,3.3,41
2023890045,81.0,2023,217.3,8937
4015090052,48.0,2023,206.8,15979
3019137514,,2023,221.5,
2028050010,100.0,2023,60.0,726
3031560001,72.0,2023,871.5,27208
2022920013,,2023,230.5,
2026760003,10.0,2023,274.6,25834
2029240020,,2023,265.2,
2031140067,42.0,2023,355.0,25207
1020310038,100.0,2023,211.6,4165
3051650059,95.0,2023,115.5,2847
4033930179,57.0,2023,96.7,8655
1006290055,90.0,2023,129.9,3899
3018640014,85.0,2023,230.8,8635
3001210003,1.0,2023,1844.2,36601
3020940010,84.0,2023,1746.5,26849
3025050005,97.0,2023,302.0,8760
1008307503,88.0,2023,1715.9,25445
3004050027,,2023,0.0,
1010940036,27.0,2023,237.3,21684
2031640005,20.0,2023,304.2,26266
4002830001,,2023,199.5,
4035500018,,2023,61.4,
1008040020,50.0,2023,438.6,26324
3030290109,,2023,97.9,
2025390132,,2023,648.8,
4012740035,89.0,2023,313.9,11128
4006210047,74.0,2023,197.3,9552
1006960020,,2023,187.8,
1016217502,61.0,2023,302.3,18743
2025060100,92.0,2023,98.1,2895
1018220038,62.0,2023,143.5,9475
4006157501,100.0,2023,34.7,305
1010777502,81.0,2023,460.1,18450
3081850001,39.0,2023,341.8,25282
3061080017,,2023,152.7,
2037130032,63.0,2023,270.9,16514
1021490265,50.0,2023,227.9,16907
2031960018,1.0,2023,2568.3,36784
3026130028,,2023,84.4,
1010630008,,2023,240.6,
1004177501,10.0,2023,1317.1,35939
4028600012,,2023,0.0,
3066787504,57.0,2023,234.7,15835
2057550041,,2023,862.0,
2028727501,100.0,2023,36.2,320
3020600001,,2023,783.5,
3054170007,64.0,2023,306.3,18193
1014310021,18.0,2023,721.3,33946
3036870012,15.0,2023,634.6,33499
1007630047,20.0,2023,1149.7,35276
1000890003,25.0,2023,1057.3,34834
4096207501,60.0,2023,592.5,27228
1004127501,55.0,2023,1226.8,32325
1013187502,93.0,2023,502.7,15454
2052820026,,2023,71.6,
4002950001,,2023,62.7,
4093300014,,2023,10.9,
3054640036,,2023,25.5,
3006300019,,2023,74.4,
3034760060,,2023,51.7,
3037530008,,2023,52.2,
2036470030,,2023,49.8,
1010980048,,2023,28.1,
1010150029,46.0,2023,7795.7,35252
1021580054,24.0,2023,421.3,29697
1020870041,69.0,2023,516.4,23613
1020880106,55.0,2023,334.9,21828
2026090046,20.0,2023,336.3,27657
2032860051,41.0,2023,256.4,20610
3002420008,19.0,2023,237.1,22734
3002420006,99.0,2023,76.6,1659
3002750001,55.0,2023,378.0,23494
4050460037,70.0,2023,258.3,13947
2033020042,30.0,2023,368.1,27547
2037390051,31.0,2023,333.3,26148
2057800940,99.0,2023,386.0,10786
4005417501,,2023,144.7,
2057160264,50.0,2023,232.3,17231
3030930001,,2023,141.9,
3030930010,18.0,2023,144.4,16505
1011840091,48.0,2023,381.0,25018
1008110056,94.0,2023,333.3,10521
2058552239,90.0,2023,135.7,4075
1004770001,34.0,2023,573.4,31225
5023607501,89.0,2023,241.3,8173
2045500012,12.0,2023,923.4,35062
1005127502,94.0,2023,680.9,18017
1008507502,52.0,2023,390.4,24518
1012530010,35.0,2023,375.2,27106
2045730005,29.0,2023,480.7,30390
2043190030,52.0,2023,445.9,26128
5022500250,,2023,410.3,
5022500002,,2023,1838.0,
2023270054,84.0,2023,241.7,9346
1019310036,68.0,2023,426.7,21693
2031530009,,2023,635.2,
3025227501,70.0,2023,117.8,7074
4124580421,100.0,2023,134.5,2010
2036530050,,2023,1660.7,
2029380049,84.0,2023,292.6,11625
2030020016,19.0,2023,296.3,25984
2030020020,100.0,2023,64.8,812
2057700069,75.0,2023,426.7,19521
3064090001,,2023,147.8,
1015830009,96.0,2023,162.0,3909
1019930096,94.0,2023,307.5,9616
2043280001,,2023,0.0,
2057810995,,2023,0.0,
4050120021,20.0,2023,466.3,31057
4098580014,13.0,2023,432.6,30989
4012900013,68.0,2023,273.2,15258
3013327504,96.0,2023,251.8,7164
1003900011,85.0,2023,334.3,13124
1011830042,100.0,2023,385.8,9384
3061250001,89.0,2023,268.0,9274
3010037505,83.0,2023,161.6,6111
3004017501,94.0,2023,145.1,3693
2031670055,15.0,2023,408.7,30280
3019677504,24.0,2023,205.3,19927
3018947501,2.0,2023,458.5,32369
3003207501,7.0,2023,527.0,32954
3060997502,,2023,50.9,
3019610014,,2023,105.9,
3018280017,49.0,2023,381.6,24834
3016250034,77.0,2023,350.7,16235
2057260673,68.0,2023,423.0,21592
4004240029,48.0,2023,220.3,16882
2057237501,67.0,2023,396.9,21069
2032530023,60.0,2023,283.3,17945
3022390001,1.0,2023,534.8,33574
4103520089,5.0,2023,1932.9,36491
4103520079,98.0,2023,89.5,2011
3057120001,,2023,236.2,
3017167501,99.0,2023,146.0,2984
4097580041,36.0,2023,212.3,18590
4130190010,65.0,2023,254.5,15074
1001770024,,2023,227.2,
4035670007,9.0,2023,216.7,22554
3023127501,99.0,2023,261.7,6895
4005137501,100.0,2023,65.3,823
3060550021,95.0,2023,105.9,2672
2022947502,99.0,2023,1589.2,21640
3018867507,22.0,2023,849.2,34365
1018610040,,2023,70.3,
1002500001,,2023,609.7,
1004430005,,2023,41.6,
1005790030,,2023,704.8,
1005800022,,2023,335.5,
1006887501,,2023,456.0,
1006920041,,2023,95.7,
1006940047,,2023,299.7,
1007010001,,2023,378.9,
1010720010,,2023,477.1,
1010920007,,2023,598.5,
1014560035,,2023,501.7,
1017040001,,2023,459.7,
1020010120,,2023,270.1,
1022310001,,2023,1212.2,
1022460028,,2023,68.3,
3022600014,,2023,143.0,
3007000038,,2023,57.6,
4103520066,,2023,57.5,
2025090010,92.0,2023,112.1,3194
2045140030,87.0,2023,105.8,3769
5000620027,,2023,63.4,
3012660026,97.0,2023,162.2,3760
3062250036,15.0,2023,225.0,22416
3076200025,,2023,0.0,
3076200057,,2023,0.0,
3050580001,69.0,2023,158.3,8764
2031520032,2.0,2023,235.9,24615
1008620013,64.0,2023,386.3,21561
4155630046,91.0,2023,282.7,9364
4097930069,71.0,2023,702.6,25850
1014370029,59.0,2023,330.0,20673
1018400010,95.0,2023,97.0,2484
1005290005,,2023,212.1,
1008610027,79.0,2023,413.3,17797
1015780017,100.0,2023,74.9,981
3067490078,100.0,2023,49.3,534
3009080162,81.0,2023,298.0,12731
2030360004,,2023,86.6,
4002710010,78.0,2023,122.0,5756
2023520015,,2023,426.9,
4014350001,41.0,2023,488.7,29022
4068570053,43.0,2023,228.6,18381
4086680108,100.0,2023,136.6,2055
2030667501,85.0,2023,115.5,4350
4007050001,84.0,2023,181.3,6734
4063087501,,2023,147.2,
3011410069,,2023,90.1,
4031737502,95.0,2023,93.0,2418
3022307507,,2023,115.5,
1008940071,,2023,426.7,
1001720020,60.0,2023,1592.0,32188
1004570009,97.0,2023,287.3,8230
1011990029,90.0,2023,489.8,16120
3045990033,48.0,2023,174.4,13840
3019760007,100.0,2023,147.9,2293
1004970006,96.0,2023,107.9,2585
3023537502,80.0,2023,144.6,6073
3023710034,80.0,2023,225.3,9547
1012530064,86.0,2023,175.3,6050
3038750050,92.0,2023,82.8,2643
3054910037,85.0,2023,166.9,5930
4004590023,,2023,22.8,
3018867504,,2023,106.8,
3056577503,,2023,99.3,
3021820045,89.0,2023,153.2,4762
3021477501,,2023,130.1,
3021477506,,2023,122.5,
2033050051,100.0,2023,67.8,858
3054577501,100.0,2023,783.4,15652
3018867508,,2023,114.3,
3022377519,,2023,156.5,
3022417528,,2023,124.3,
3022417531,,2023,123.6,
3017477504,80.0,2023,260.8,11287
2027510036,11.0,2023,232.4,23337
3022457504,100.0,2023,264.2,5881
3022247506,,2023,217.3,
3017477505,77.0,2023,235.3,10812
3022647504,99.0,2023,174.2,3798
3018967502,,2023,179.7,
3017477508,58.0,2023,534.4,26778
3017470054,93.0,2023,236.3,7143
3017500024,77.0,2023,609.9,22824
3021350103,64.0,2023,319.8,18859
3021350104,74.0,2023,273.7,13609
3021350107,1.0,2023,439.9,32142
3019147505,,2023,183.1,
3023150021,85.0,2023,213.7,7864
3021880013,59.0,2023,159.3,10799
3021880016,44.0,2023,160.5,13680
3013950063,57.0,2023,134.9,10057
3029290001,100.0,2023,0.0,1
3029290057,94.0,2023,22.5,1625
3029290046,10.0,2023,245.6,24233
2027170048,100.0,2023,168.9,2818
2026830100,100.0,2023,259.2,5742
2026830041,100.0,2023,127.2,1840
1001960022,85.0,2023,360.4,14072
1001550003,85.0,2023,478.6,17502
3054280016,91.0,2023,113.0,3366
4000850030,62.0,2023,573.7,26520
3042290016,43.0,2023,277.4,21434
2026910097,8.0,2023,203.2,21736
4033200027,73.0,2023,118.8,6568
1015610034,64.0,2023,168.2,10276
1005440065,14.0,2023,854.3,34782
1014550005,,2023,28.2,
2022830001,,2023,475.7,
3005750003,41.0,2023,208.2,17395
2039200001,52.0,2023,153.7,11833
4093050041,61.0,2023,197.2,12553
3007120028,,2023,32.0,
4051850078,81.0,2023,164.6,6622
3031207501,96.0,2023,358.6,10854
3031180019,70.0,2023,185.2,9888
3036980023,,2023,54.1,
3050740004,96.0,2023,211.8,5669
3018997509,,2023,73.6,
3022307504,,2023,105.1,
3018967503,85.0,2023,206.9,7591
3022247505,,2023,183.0,
3022697501,100.0,2023,204.9,3947
3021357503,94.0,2023,158.0,4083
3021357504,94.0,2023,176.7,4706
3017567501,98.0,2023,671.5,16614
3022697502,,2023,195.3,
3022647519,,2023,512.0,
3021357506,94.0,2023,174.0,4622
3022357513,,2023,92.4,
3017477509,100.0,2023,225.7,4647
3017347508,,2023,96.8,
3017477507,79.0,2023,322.0,14449
3023720001,28.0,2023,389.6,28424
3022727503,80.0,2023,196.9,8212
3022357509,,2023,118.5,
3017347517,100.0,2023,216.1,4313
3019007515,,2023,669.6,
3022427504,,2023,187.0,
3022407516,,2023,127.8,
4001587501,97.0,2023,85.1,2076
4040670015,1.0,2023,581.0,34018
3021410001,92.0,2023,80.3,2600
3064620040,,2023,0.0,
1004947504,,2023,370.2,
1005757502,,2023,66.6,
1004747508,,2023,329.5,
3011880040,51.0,2023,340.3,22969
