BBL,ENERGY STAR Score,Calendar Year,Emisiones DOB,ranking
2032520135,,2022,0.0,
2032520209,,2022,0.0,
2032520340,1.0,2022,6922.0,36972
2032520117,,2022,0.0,
2032520276,1.0,2022,1397.6,36343
2032520287,,2022,0.0,
1008230065,,2022,252.4,
1005770042,10.0,2022,793.9,34728
4097240196,65.0,2022,268.4,15845
1018707501,6.0,2022,537.7,33171
1005957501,,2022,162.4,
4002520018,,2022,1981.7,
1008030021,91.0,2022,431.2,14341
1008230024,95.0,2022,344.6,10653
1008060006,41.0,2022,605.8,30720
4050427504,76.0,2022,535.6,21879
1007860064,53.0,2022,258.9,18286
3037360018,94.0,2022,97.3,2622
2035760001,62.0,2022,314.8,19172
3037350010,27.0,2022,270.3,23610
2033560107,83.0,2022,288.5,11719
2033500034,92.0,2022,268.1,8584
4049767501,43.0,2022,1074.5,33518
1000780001,98.0,2022,281.5,7796
4002520001,,2022,0.0,
1006980018,91.0,2022,409.3,13746
1015330022,37.0,2022,786.8,32737
1020890045,77.0,2022,386.8,17545
2032560064,91.0,2022,291.6,9738
1015777502,86.0,2022,424.4,15709
1010140001,,2022,2699.7,
1018257501,49.0,2022,229.5,17264
1016450050,82.0,2022,193.9,7645
4014400001,66.0,2022,2090.5,31765
3001850019,76.0,2022,471.2,20457
1008950034,85.0,2022,719.9,21644
1013240034,83.0,2022,790.6,23059
1012720026,27.0,2022,546.9,31634
4033370060,98.0,2022,251.2,6757
4004610016,22.0,2022,344.9,27720
1008957501,92.0,2022,408.4,13431
1000557501,69.0,2022,3296.6,31849
1013367502,90.0,2022,813.8,21002
1005770034,33.0,2022,985.8,34158
1013230047,87.0,2022,1790.8,25898
1013940013,72.0,2022,1880.6,30342
1008870095,90.0,2022,1513.2,24437
1008897501,68.0,2022,5424.6,32381
1012857501,63.0,2022,5321.9,33261
1012950033,59.0,2022,6477.7,33959
1013320001,74.0,2022,3461.9,30834
1012900006,93.0,2022,828.0,20171
1013120015,73.0,2022,2032.0,30254
1013320037,84.0,2022,178.0,6578
3053280010,87.0,2022,302.7,11148
2028227501,31.0,2022,3315.9,35938
1009140036,50.0,2022,2739.7,34470
1004260029,94.0,2022,338.2,10690
3012730046,59.0,2022,309.7,19677
1007840060,90.0,2022,651.8,18988
1021800605,37.0,2022,790.1,32756
3000317502,98.0,2022,303.2,8564
1010070049,49.0,2022,628.4,29794
3005830001,,2022,191.0,
1019477501,71.0,2022,456.1,21663
2058141401,33.0,2022,2053.7,35450
1010330009,3.0,2022,1924.2,36555
1010330109,32.0,2022,367.7,27280
1007200045,74.0,2022,218.0,10646
4124950002,16.0,2022,67039.9,36792
1015180009,85.0,2022,235.9,8866
1013620041,21.0,2022,1055.5,35046
1014940059,19.0,2022,1247.4,35500
4001847501,84.0,2022,284.5,11222
3058610043,59.0,2022,318.0,20116
1003950022,99.0,2022,341.5,9541
3001180006,86.0,2022,1109.7,24427
1007217501,71.0,2022,3259.4,31452
2038430045,,2022,740.6,
4103520071,,2022,78.9,
3055170039,21.0,2022,409.4,29725
1012930037,98.0,2022,216.7,5484
3066850034,78.0,2022,293.1,13469
3043350001,87.0,2022,1014.2,23487
1017350047,38.0,2022,960.0,33545
2054340055,80.0,2022,835.8,24550
1020100018,52.0,2022,293.8,20524
1020100011,76.0,2022,242.8,11429
1020100006,63.0,2022,271.9,16580
3050580057,78.0,2022,228.3,10195
1012600064,72.0,2022,350.1,17830
1008720001,20.0,2022,475.9,31201
1012100001,58.0,2022,554.7,27107
1021790207,92.0,2022,401.1,13224
2032970001,100.0,2022,126.5,1824
2032980021,56.0,2022,317.9,20841
1013430005,71.0,2022,493.2,22586
1014450035,90.0,2022,214.2,6862
1014460014,88.0,2022,219.7,7491
1021800007,82.0,2022,327.4,13765
1021800036,90.0,2022,540.7,17199
1021800435,80.0,2022,586.2,21470
1021800427,90.0,2022,394.9,13643
1000900017,29.0,2022,1002.6,34468
4025670150,,2022,327.1,
2032630235,37.0,2022,1091.2,34172
2032630067,48.0,2022,665.1,30345
1017010001,14.0,2022,12989.4,36739
2051410440,,2022,0.0,
2051410120,,2022,0.0,
2051350210,,2022,0.0,
2051410500,,2022,0.0,
2051410100,,2022,0.0,
2051350051,,2022,0.0,
2051350090,,2022,0.0,
2023300045,61.0,2022,197.5,12572
2024660040,69.0,2022,359.7,19116
2033310082,67.0,2022,274.6,15604
1014980007,64.0,2022,268.7,16119
1005150039,,2022,84.5,
1014690043,50.0,2022,177.2,13617
3023950029,72.0,2022,175.0,8923
2032370067,98.0,2022,777.3,17859
4032560009,18.0,2022,302.6,26418
2031950061,56.0,2022,234.1,16030
1012207501,68.0,2022,190.0,10560
2027200030,86.0,2022,205.7,7328
1014710032,77.0,2022,157.1,7117
1003757501,19.0,2022,326.5,27371
3060940005,,2022,2128.2,
3054220050,61.0,2022,153.1,10119
3043280001,52.0,2022,162.7,12312
2023310052,75.0,2022,152.0,7332
3022300013,86.0,2022,751.3,21633
2031540017,56.0,2022,391.6,23678
1021700370,52.0,2022,259.6,18550
1008020001,,2022,318.0,
3064710013,31.0,2022,1355.2,34938
1020610029,38.0,2022,232.4,19615
3045990038,18.0,2022,199.6,20321
3054420065,9.0,2022,206.9,21873
2031890001,,2022,158.3,
1013980006,92.0,2022,159.1,4432
3001610043,41.0,2022,215.2,17890
1016030025,77.0,2022,120.3,5867
1008300030,19.0,2022,296.1,25976
3001500001,52.0,2022,288.8,20256
1012610027,19.0,2022,378.3,29114
3082810024,18.0,2022,452.9,30993
1020870025,100.0,2022,64.1,791
1011630020,92.0,2022,186.1,5384
4014560022,24.0,2022,381.1,28658
3010290004,1.0,2022,334.1,29528
1014980061,92.0,2022,201.4,5946
3087170017,38.0,2022,172.0,15426
2049940080,38.0,2022,352.6,25824
3051740001,76.0,2022,207.8,9656
4098350040,30.0,2022,294.1,24482
4012610054,61.0,2022,198.1,12618
1021370065,64.0,2022,303.1,17996
1021370058,61.0,2022,319.4,19628
1021350013,1.0,2022,594.9,34142
1021350017,100.0,2022,113.5,1579
1021350020,42.0,2022,560.5,29992
4014520006,38.0,2022,372.5,26548
4015610025,87.0,2022,376.8,13950
1022400009,78.0,2022,291.8,13404
4012677501,88.0,2022,540.5,17847
1021420073,77.0,2022,306.0,14342
1021420066,,2022,341.5,
4031007502,95.0,2022,618.0,16859
4014780001,9.0,2022,398.7,30569
1005930036,77.0,2022,199.9,9018
1009180007,11.0,2022,278.4,25936
1005880071,93.0,2022,157.7,4217
1009120036,80.0,2022,127.1,5523
1007220043,63.0,2022,238.3,14635
1015120016,14.0,2022,257.0,24479
1015780014,28.0,2022,205.8,19403
1006350042,25.0,2022,188.8,18587
1003980018,54.0,2022,352.9,22825
1010360010,93.0,2022,251.5,7708
1004760019,50.0,2022,265.9,19330
1015000009,4.0,2022,246.1,24941
1008830078,85.0,2022,466.5,17258
1021370021,72.0,2022,222.8,11413
1019270061,8.0,2022,297.2,27225
4156100001,52.0,2022,4815.8,34584
1019087504,76.0,2022,161.1,7475
1018207502,,2022,146.0,
3005970009,92.0,2022,92.1,2792
1007980026,,2022,197.3,
1007467507,,2022,110.0,
1004757503,52.0,2022,219.6,15983
1016457502,86.0,2022,140.3,4843
1018267503,64.0,2022,364.1,20790
2032530020,46.0,2022,226.8,17687
2028240015,67.0,2022,202.9,11507
2043470001,61.0,2022,214.0,13638
2032130063,34.0,2022,269.3,22572
2033080077,56.0,2022,192.1,13386
2042510041,50.0,2022,295.7,21038
1008280059,73.0,2022,140.8,7287
2033190016,68.0,2022,168.6,9448
2033750059,69.0,2022,122.4,7406
3058900043,,2022,195.8,
3068640037,65.0,2022,129.1,8361
3063160043,9.0,2022,342.2,28958
3061110040,84.0,2022,206.9,7798
2043410075,44.0,2022,241.4,19066
4049800014,1.0,2022,456.8,32460
1003040021,2.0,2022,256.4,25817
1014010032,42.0,2022,202.8,16807
2052590016,56.0,2022,1331.4,32382
2032520237,,2022,0.0,
1019630006,89.0,2022,144.9,4488
3073780078,70.0,2022,316.5,16948
3052330044,59.0,2022,273.7,17677
3051740008,94.0,2022,332.7,10501
2046410010,73.0,2022,328.3,16585
3053280037,80.0,2022,510.2,20058
3074580036,89.0,2022,321.3,11412
3056280001,83.0,2022,335.6,13779
3074590065,53.0,2022,168.4,12466
4079140055,100.0,2022,45.6,466
1012207502,92.0,2022,104.5,3038
1006170036,1.0,2022,345.0,29865
3056000037,20.0,2022,128.3,15356
1011437503,60.0,2022,222.9,14386
3002500016,80.0,2022,268.0,11603
3001810031,90.0,2022,167.6,5053
1011470030,42.0,2022,248.4,19876
3001547501,85.0,2022,443.6,16656
1018750029,3.0,2022,482.5,32673
4011940032,72.0,2022,77.8,5698
1008380027,92.0,2022,107.6,3096
1008320041,83.0,2022,254.5,10174
3044130001,74.0,2022,358.0,17471
1010180006,94.0,2022,1082.6,21726
1016710031,66.0,2022,581.9,25620
1006240044,100.0,2022,91.6,1227
1003440013,93.0,2022,192.8,5438
3066630046,,2022,202.8,
3071080018,,2022,542.8,
1017457503,99.0,2022,160.2,3379
4021620122,38.0,2022,2732.4,35408
1021800474,91.0,2022,217.7,6811
1021790415,83.0,2022,207.7,8037
3018240001,44.0,2022,179.9,14924
3067790022,69.0,2022,298.1,16284
1018940043,72.0,2022,132.3,7191
3056230012,82.0,2022,167.6,6554
2040420236,98.0,2022,58.4,1545
3005830036,,2022,100.8,
2031890030,58.0,2022,119.2,9234
1004360044,66.0,2022,159.0,9409
3056220064,88.0,2022,203.8,6823
3053810018,77.0,2022,173.3,7775
3053990045,21.0,2022,236.8,22466
4026810035,,2022,186.1,
2033230036,,2022,85.1,
3054360045,87.0,2022,95.1,3567
5033550035,,2022,271.1,
1009030056,41.0,2022,182.0,15575
3035210022,97.0,2022,59.9,1690
1013910021,7.0,2022,3613.0,36720
3023340011,23.0,2022,235.7,22118
3050850051,55.0,2022,83.1,8585
1002320005,42.0,2022,256.9,20447
1003990044,95.0,2022,168.3,4252
1004440059,54.0,2022,232.6,16404
5017070046,100.0,2022,225.9,4650
2024470001,93.0,2022,313.8,10096
4097940020,63.0,2022,156.4,9897
1014080022,78.0,2022,220.9,9854
1000297503,1.0,2022,262.8,26357
1004997506,,2022,92.1,
1009180001,70.0,2022,401.7,20339
1013030014,62.0,2022,3145.2,33037
1002310037,100.0,2022,43.4,428
4035900085,,2022,522.5,
1008110010,84.0,2022,431.2,16621
1008110062,88.0,2022,184.2,6020
1008400004,,2022,165.7,
1015900019,18.0,2022,818.9,34475
1007620019,93.0,2022,391.2,12586
2057390257,60.0,2022,783.0,29296
1001807508,,2022,472.0,
2030487501,99.0,2022,623.0,15570
4158537502,99.0,2022,298.2,8111
1003767501,97.0,2022,367.5,10868
2024217501,85.0,2022,504.0,18155
1014950033,47.0,2022,353.0,24254
1015170062,36.0,2022,581.8,31097
1003730064,6.0,2022,281.6,26664
3056150048,89.0,2022,233.2,7838
4026810027,,2022,212.5,
1017700158,45.0,2022,1839.8,34471
1016450015,4.0,2022,271.2,26363
1016160001,65.0,2022,2842.6,32439
1005720045,60.0,2022,285.5,18069
1006420001,82.0,2022,383.2,15777
3039710019,100.0,2022,174.8,2996
4050020046,68.0,2022,1048.0,29351
1003950009,2.0,2022,1777.0,36529
4012530011,85.0,2022,1093.0,24685
3035590001,100.0,2022,74.7,975
3035740001,100.0,2022,233.0,4874
3035750011,1.0,2022,1136.1,36103
3035870001,100.0,2022,150.4,2355
3036010026,100.0,2022,172.4,2922
3035880001,100.0,2022,214.4,4251
3035730001,100.0,2022,133.7,1995
1016940007,2.0,2022,3081.7,36798
1016940005,100.0,2022,591.0,13406
1016940003,,2022,0.0,
1004580006,,2022,974.0,
1015030025,16.0,2022,219.2,21919
1018870022,93.0,2022,391.4,12594
1012480027,78.0,2022,401.1,17734
4012707501,73.0,2022,959.8,27491
4014510032,51.0,2022,530.8,28099
1008410071,6.0,2022,1419.2,36172
1006200019,84.0,2022,389.6,15321
1013150044,38.0,2022,4356.9,35655
1006070038,39.0,2022,550.2,30335
3009790031,67.0,2022,241.5,13804
3044840013,100.0,2022,176.3,3042
4156120013,,2022,3.3,
4033580013,30.0,2022,222.6,20289
4033580018,60.0,2022,359.4,21623
4001430010,34.0,2022,991.8,34086
4086680143,59.0,2022,191.3,12653
1013210001,69.0,2022,2194.8,31251
1015790015,76.0,2022,412.7,18753
1006107501,29.0,2022,902.1,34083
1013740001,,2022,2932.8,
2057640642,80.0,2022,264.2,11440
1009180010,,2022,0.0,
1013737505,69.0,2022,1871.5,30969
1013730001,,2022,1965.5,
1006997504,58.0,2022,518.9,26492
3054420047,,2022,157.8,
1021440045,68.0,2022,237.9,13355
1005257503,1.0,2022,621.5,34327
1003940041,6.0,2022,305.5,27825
2059200500,74.0,2022,479.3,21253
3043860001,36.0,2022,408.8,27914
2029760020,31.0,2022,149.2,15098
1012600016,49.0,2022,409.7,25738
4041160006,,2022,277.6,
2052930001,100.0,2022,606.3,13629
5023800040,,2022,403.2,
2032990014,74.0,2022,276.0,13722
1005130035,3.0,2022,844.7,35297
3009900050,,2022,245.1,
3086800001,100.0,2022,738.3,15235
3070607501,98.0,2022,1358.8,21479
1016750011,21.0,2022,452.8,30719
1016300041,100.0,2022,115.4,1610
1013730030,9.0,2022,5350.9,36750
1008420007,52.0,2022,2971.4,34331
1004737501,34.0,2022,299.7,24177
1017230005,75.0,2022,114.8,6076
4042730105,,2022,134.3,
1018260008,36.0,2022,512.2,30148
3020600001,99.0,2022,551.0,14476
3023407502,50.0,2022,881.4,31707
4077390003,14.0,2022,1119.0,35528
4077420003,11.0,2022,1726.0,36203
4077540003,3.0,2022,1890.9,36549
4077550003,1.0,2022,1062.2,35995
4084890001,,2022,20989.5,
1017740001,61.0,2022,681.8,28107
1010260032,94.0,2022,233.6,6850
1012520017,100.0,2022,95.3,1279
1018590015,100.0,2022,117.1,1641
4162287501,95.0,2022,150.4,3710
4021120014,64.0,2022,555.9,25726
1008810047,57.0,2022,156.4,11043
2051410700,,2022,0.0,
2051410600,,2022,0.0,
3024727502,74.0,2022,458.4,20771
2033177501,88.0,2022,498.8,16981
1005010015,,2022,314.1,
3066410038,1.0,2022,380.0,30877
3029740051,,2022,1386.3,
1022130001,20.0,2022,487.4,31417
1012900003,85.0,2022,412.9,15748
1004970009,,2022,510.7,
3067210082,77.0,2022,358.7,16562
1020530090,48.0,2022,288.4,21096
3003207502,59.0,2022,398.2,23216
1020090054,14.0,2022,440.9,31077
1020480011,76.0,2022,282.9,13505
1021140010,57.0,2022,285.8,18883
1020880038,99.0,2022,154.8,3232
1020100054,12.0,2022,431.9,31044
4033217506,91.0,2022,357.5,12117
4033560030,11.0,2022,611.8,33570
1019370001,6.0,2022,293.0,27251
2045060001,16.0,2022,1940.0,36168
2045060040,50.0,2022,1599.8,33654
3013257501,,2022,99.0,
4157670001,87.0,2022,346.6,12920
4157060001,94.0,2022,334.8,10568
5028200095,72.0,2022,1114.4,28660
3052200050,54.0,2022,128.4,10294
3011300011,2.0,2022,440.6,32043
3050460018,72.0,2022,347.8,17741
3076820016,66.0,2022,330.6,18791
3075600001,44.0,2022,1039.7,33229
3051590061,53.0,2022,241.5,17182
4096600015,61.0,2022,328.9,20110
3075840035,58.0,2022,948.4,30758
3076800001,82.0,2022,280.7,11644
3076810010,100.0,2022,124.9,1791
4097160102,11.0,2022,346.7,28901
1013490049,69.0,2022,806.1,27471
1011990055,76.0,2022,367.4,17203
1014220021,58.0,2022,1676.4,32665
1008660035,67.0,2022,669.1,26515
1013090050,53.0,2022,1107.4,32307
1011990045,84.0,2022,420.6,16297
1012000015,92.0,2022,458.0,14730
1012160051,86.0,2022,408.4,15244
1011980029,85.0,2022,969.3,23887
1012030033,74.0,2022,603.6,23625
1011950014,91.0,2022,431.4,14352
1012170025,71.0,2022,376.3,19152
1014230010,45.0,2022,5361.5,35212
1014250005,77.0,2022,1811.2,28978
1015820031,58.0,2022,374.4,22675
1013900067,79.0,2022,850.2,24939
1015170001,93.0,2022,510.0,15589
2028920011,60.0,2022,343.0,20990
2024780030,82.0,2022,517.5,19515
2024560181,44.0,2022,665.0,30914
2024560175,55.0,2022,358.6,22809
1020530014,92.0,2022,279.8,9008
2028540056,49.0,2022,311.7,22074
2028280030,61.0,2022,291.4,18168
2030220010,50.0,2022,309.7,21752
2032900042,80.0,2022,285.2,12392
2028050001,62.0,2022,317.5,19297
2031820008,65.0,2022,193.1,11428
2028100013,49.0,2022,162.3,12901
2031570017,62.0,2022,177.1,11154
2025240018,76.0,2022,103.6,5602
2031020039,45.0,2022,260.2,20120
1019040061,32.0,2022,198.4,18235
3008460040,100.0,2022,53.3,600
3008460035,100.0,2022,27.4,227
1018430020,66.0,2022,366.8,20321
4103360160,43.0,2022,98.2,10878
1012770014,83.0,2022,3641.4,28564
1012780001,67.0,2022,2300.8,31753
1000770008,,2022,3112.5,
1012600024,58.0,2022,1759.0,32782
1012950017,84.0,2022,929.7,23844
1007310001,54.0,2022,2706.2,34052
1008260057,89.0,2022,496.6,16649
4002810001,61.0,2022,2786.5,33076
1008290016,,2022,588.3,
1008260069,84.0,2022,396.4,15555
1009930029,73.0,2022,2851.7,30848
1012967502,85.0,2022,7234.4,28534
1013607501,41.0,2022,8209.9,35638
1010080037,81.0,2022,248.0,10381
1019777501,65.0,2022,1234.5,30651
3003880019,,2022,681.5,
3003880042,,2022,0.0,
4003640004,57.0,2022,163.7,11424
4004620001,23.0,2022,367.5,28365
1014920049,5.0,2022,383.3,30545
2033200013,69.0,2022,290.2,15904
2025110077,88.0,2022,133.9,4330
2032960055,93.0,2022,149.9,3997
1005750011,46.0,2022,191.0,15263
1010450050,98.0,2022,127.0,2707
4051950018,28.0,2022,231.7,21184
4016310041,20.0,2022,189.3,19307
4012160083,54.0,2022,146.8,11125
2033480077,46.0,2022,246.9,19021
2031480006,38.0,2022,270.8,21963
1021340085,98.0,2022,172.8,3957
3011420060,99.0,2022,93.8,1936
2031610030,100.0,2022,51.1,564
3062630038,24.0,2022,208.5,20183
4041480080,69.0,2022,256.5,14099
4041480065,90.0,2022,368.8,12824
1011200044,27.0,2022,200.9,19182
3079150010,99.0,2022,582.5,14981
3005950300,24.0,2022,231.8,21729
2032340006,45.0,2022,336.2,23983
2032340011,68.0,2022,247.2,13860
2032480057,46.0,2022,372.8,25134
2025820026,37.0,2022,225.0,19291
2033080012,64.0,2022,213.9,12937
2025820022,51.0,2022,217.9,16071
2025820030,32.0,2022,229.7,20453
2027030050,59.0,2022,209.3,13807
2031580048,100.0,2022,44.8,450
2030610042,100.0,2022,93.5,1250
2032130040,61.0,2022,282.7,17658
2048230024,83.0,2022,8360.4,29167
2040830013,98.0,2022,79.9,1871
2033430300,70.0,2022,959.9,28271
2033430245,59.0,2022,2787.3,33401
2057690105,75.0,2022,484.5,21113
2033270001,,2022,3252.7,
2049930001,,2022,239.0,
2029910034,,2022,2860.8,
2033430283,12.0,2022,7054.6,36725
2033370035,,2022,146.3,
2033380035,24.0,2022,395.4,29056
2039940001,99.0,2022,1605.5,21664
2031790004,,2022,227.1,
2040850119,,2022,724.0,
2039920032,,2022,10.2,
2042260130,,2022,431.1,
2050650075,,2022,293.8,
2033990070,40.0,2022,257.5,20876
2033430326,83.0,2022,171.9,6516
1011970046,43.0,2022,93.6,10713
4007640001,68.0,2022,327.1,18029
4007650001,78.0,2022,288.7,13259
3026660052,43.0,2022,197.8,16281
3026660001,73.0,2022,244.2,12284
3026660125,29.0,2022,1075.7,34676
2032920014,69.0,2022,250.5,13767
2052230001,39.0,2022,1040.8,33786
1008590024,91.0,2022,389.2,13158
1008830014,71.0,2022,233.5,12269
1009980024,75.0,2022,211.1,10076
1008620026,87.0,2022,161.7,5345
1008280009,87.0,2022,390.1,14351
1007850073,87.0,2022,85.5,3381
4050027501,95.0,2022,99.2,2537
1000720007,63.0,2022,778.0,28609
1000530038,27.0,2022,456.8,30193
3061660041,82.0,2022,242.2,9872
1008367501,76.0,2022,240.3,11303
2052860015,,2022,127.3,
4028050010,,2022,330.3,
4038100161,,2022,191.3,
3044280001,,2022,130.8,
3077310033,,2022,171.1,
4038570300,,2022,178.9,
3064910190,,2022,64.3,
4123850131,,2022,387.3,
4036080001,,2022,142.7,
4107700017,,2022,20.7,
5054600053,,2022,122.1,
3051070038,,2022,164.4,
3079320090,,2022,220.1,
3013140036,,2022,89.7,
5028420001,,2022,119.5,
5001870042,,2022,121.7,
4002480015,,2022,,
1012690058,,2022,0.0,
1012690014,,2022,0.0,
1012690020,,2022,0.0,
4002480001,,2022,215.9,
1012690009,,2022,0.0,
3014250013,99.0,2022,471.8,12938
3045980001,58.0,2022,345.5,21576
3050820072,6.0,2022,657.9,34237
3050820067,100.0,2022,106.4,1452
3050650100,46.0,2022,399.6,25979
3046330001,87.0,2022,265.3,9601
3014030040,74.0,2022,300.1,14910
3046320011,80.0,2022,279.8,12140
3046330065,58.0,2022,364.2,22321
3051050043,75.0,2022,501.0,21510
3050660079,88.0,2022,245.2,8541
3012960028,87.0,2022,572.9,18760
3013260001,60.0,2022,814.9,29600
3013220001,69.0,2022,402.7,20662
3012690020,47.0,2022,336.9,23629
3014290032,62.0,2022,625.6,27249
3013220026,55.0,2022,282.3,19159
3013250022,41.0,2022,427.1,27628
3014190006,74.0,2022,684.0,24693
3048980004,35.0,2022,475.3,29604
3014180049,63.0,2022,545.1,25788
3014190001,61.0,2022,469.2,24692
3046480033,74.0,2022,442.7,20335
3013240001,70.0,2022,334.4,17773
3050640092,67.0,2022,324.4,18215
3050830044,63.0,2022,250.7,15344
1014980047,1.0,2022,510.8,33275
1013680036,,2022,534.2,
3000367501,35.0,2022,755.4,32748
1015630032,71.0,2022,610.1,24636
1015760023,93.0,2022,534.3,16078
1014970073,73.0,2022,181.5,9026
1015557501,,2022,1555.7,
1013820001,,2022,398.0,
1014470013,65.0,2022,414.3,22192
1011280029,95.0,2022,450.6,13709
1009050006,77.0,2022,578.7,22355
1011417501,67.0,2022,590.3,25448
1013910040,80.0,2022,611.7,21844
1013840065,49.0,2022,395.2,25296
1013840010,20.0,2022,471.6,31149
1012747501,90.0,2022,344.7,11980
1013887501,44.0,2022,1119.7,33512
1014980027,,2022,253.9,
3002170001,,2022,2353.0,
1013910031,,2022,274.6,
1014110040,,2022,809.3,
1014990010,,2022,489.9,
1016020001,41.0,2022,749.4,32005
1013920030,51.0,2022,217.6,16047
1016137501,52.0,2022,440.8,25989
1013840063,,2022,647.1,
1014130071,,2022,1071.6,
1014100005,99.0,2022,178.2,3937
1013720073,75.0,2022,1028.9,27423
1013840032,31.0,2022,990.9,34299
1014047501,61.0,2022,454.9,24367
1015190001,80.0,2022,803.4,24169
1015820046,77.0,2022,720.6,24267
1014070020,,2022,454.2,
1014487501,60.0,2022,589.3,27174
1014010054,35.0,2022,646.3,31862
1013770001,,2022,313.4,
1013910004,,2022,196.6,
1013910001,,2022,347.3,
1014180001,,2022,643.0,
1010460021,100.0,2022,161.0,2614
1013810025,81.0,2022,485.1,19092
1012127501,28.0,2022,1024.9,34597
4021497501,68.0,2022,680.1,26399
1012270001,,2022,953.4,
1015150070,,2022,426.9,
4015407502,,2024,231.21,
1001737503,,2022,742.0,
1013920069,,2022,202.3,
1011707502,,2022,2496.8,
1021800628,85.0,2022,554.5,19184
1021800614,80.0,2022,926.9,25108
1013900037,95.0,2022,800.7,19134
1013910034,100.0,2022,80.4,1073
1015177502,91.0,2022,873.4,21181
1005707504,,2022,146.5,
1002927502,,2022,245.4,
3053900084,93.0,2022,303.6,9700
3067400085,86.0,2022,168.7,5804
1010610016,73.0,2022,265.1,13490
2042870050,47.0,2022,257.2,19486
4032930045,90.0,2022,132.6,3988
2039480047,42.0,2022,175.5,14950
2032250034,38.0,2022,197.4,17177
4001570009,98.0,2022,169.0,3814
2033140062,81.0,2022,204.2,8320
2033200021,74.0,2022,180.2,8755
2048190026,84.0,2022,198.8,7450
2049950074,89.0,2022,165.0,5143
1018400035,100.0,2022,135.1,2018
1022250016,45.0,2022,279.4,21169
3053740017,80.0,2022,184.8,7678
3058580030,82.0,2022,223.9,9007
3050950001,54.0,2022,165.0,12081
4098380089,37.0,2022,273.4,22314
3052410031,96.0,2022,454.9,13530
2032250001,27.0,2022,217.6,20404
3002510055,85.0,2022,188.4,6804
4157710071,56.0,2022,314.9,20718
2028800061,41.0,2022,690.5,31544
2028800047,59.0,2022,827.0,29913
2028800135,45.0,2022,754.5,31580
2043200042,54.0,2022,423.8,25095
2043210050,70.0,2022,434.5,21352
2024710050,77.0,2022,376.5,17212
1020910017,95.0,2022,190.3,5029
1021800315,91.0,2022,238.4,7617
1019010001,79.0,2022,770.1,24149
4001400040,73.0,2022,412.7,19734
3052400025,81.0,2022,313.7,13501
3052480012,84.0,2022,305.3,12161
1020960017,73.0,2022,424.9,20128
2025040141,87.0,2022,456.0,16249
2024560140,81.0,2022,587.1,21133
2024580085,80.0,2022,401.2,17047
2024580025,58.0,2022,400.3,23508
2024580080,82.0,2022,333.4,14007
2024580016,60.0,2022,322.9,20078
2033430216,67.0,2022,441.7,22439
2033100040,62.0,2022,293.8,18049
2033100053,100.0,2022,70.2,892
2024560150,62.0,2022,444.5,23837
2028250010,35.0,2022,537.4,30668
2042870055,65.0,2022,237.8,14113
2043210013,88.0,2022,293.1,10527
2043210021,84.0,2022,309.9,12371
2043430001,69.0,2022,754.0,26953
2032480100,75.0,2022,286.8,13998
2032480084,61.0,2022,313.5,19360
2032740027,52.0,2022,488.3,27137
2032740021,78.0,2022,410.6,18043
2046490041,64.0,2022,190.1,11483
2032240032,44.0,2022,307.5,22867
4033397501,,2022,421.5,
2033260001,73.0,2022,426.2,20178
3067960026,83.0,2022,263.5,10584
3067960017,69.0,2022,375.4,19702
4014300043,80.0,2022,345.8,15105
3073340018,90.0,2022,281.9,9560
2033290001,59.0,2022,597.7,27531
2033290025,58.0,2022,407.0,23691
4001850027,90.0,2022,332.3,11535
4015277502,39.0,2022,494.9,29464
4001620011,86.0,2022,284.8,10678
4001620034,85.0,2022,296.0,11484
2033040128,11.0,2022,401.4,30453
1021360007,90.0,2022,212.3,6798
3067760065,76.0,2022,313.8,14989
3053380075,60.0,2022,299.6,18863
3073350068,72.0,2022,414.6,20146
3059390006,91.0,2022,286.4,9512
3051560048,96.0,2022,371.5,11239
1017090016,,2022,12.8,
1021740073,99.0,2022,90.9,1881
3002860021,82.0,2022,491.2,18916
3004010041,67.0,2022,237.9,13607
3088120137,79.0,2022,121.3,5550
3067740001,92.0,2022,123.5,3452
2037760050,61.0,2022,386.9,22360
2037760056,74.0,2022,351.8,17242
2039350053,64.0,2022,368.6,20959
2038050078,63.0,2022,425.9,23066
3073150053,81.0,2022,443.4,17986
2033160042,15.0,2022,469.9,31526
2033040085,71.0,2022,315.6,16635
2033040092,16.0,2022,448.4,31078
3012640038,45.0,2022,177.2,14551
2025360005,100.0,2022,38.9,357
2024530053,2.0,2022,652.2,34447
2031420074,96.0,2022,60.4,1815
2024560070,94.0,2022,98.5,2659
2025100023,100.0,2022,70.5,898
2025920035,12.0,2022,211.1,21800
3066300001,22.0,2022,194.9,19442
1009010026,63.0,2022,171.1,10625
3013320038,79.0,2022,367.0,16217
1008227507,28.0,2022,986.6,34497
1012967501,57.0,2022,2253.2,33369
1021380040,,2022,104708.5,
1021240017,,2022,7139.1,
1021240043,,2022,4067.4,
1021390051,,2022,12568.9,
1021390210,96.0,2022,399.3,12010
1021390219,44.0,2022,1415.3,34077
1021390275,49.0,2022,526.1,28394
1021380095,,2022,660.6,
1021390229,,2022,1327.8,
1021230080,,2022,214.4,
1021760005,74.0,2022,201.1,9759
1021240025,,2022,0.0,
1021240033,,2022,0.0,
1021240035,,2022,0.0,
1021240039,,2022,0.0,
